1.000000000000000000e+00,1.000000000000000056e-01,-1.962352380026482601e+00,-2.092809075205013247e+00,-1.840257882579283910e+00
1.000000000000000000e+00,2.500000000000000000e-01,-1.054927005143482921e+00,-1.166267443697097894e+00,-9.248381133625916961e-01
1.000000000000000000e+00,4.000000000000000222e-01,-5.741754566377386126e-01,-6.849432804623329929e-01,-4.496986307728769172e-01
1.000000000000000000e+00,5.499999999999999334e-01,-2.560794594682352932e-01,-3.709202224671470094e-01,-1.460303148601319323e-01
1.000000000000000000e+00,6.999999999999999556e-01,-1.964215998366872218e-02,-1.357314653627074430e-01,1.173389746922836874e-01
2.000000000000000000e+00,1.000000000000000056e-01,-1.270294552215831096e+00,-1.399355109976079925e+00,-1.148142421219376930e+00
2.000000000000000000e+00,2.500000000000000000e-01,-3.517409428241448088e-01,-4.747040652734364485e-01,-2.288471833979490999e-01
2.000000000000000000e+00,4.000000000000000222e-01,1.186636745970070655e-01,-3.745042313746745673e-03,2.364830595530401647e-01
2.000000000000000000e+00,5.499999999999999334e-01,4.304630932542578003e-01,3.160946812737555622e-01,5.592943154994391985e-01
2.000000000000000000e+00,6.999999999999999556e-01,6.759026525217405323e-01,5.588612671313220037e-01,7.974434574936177800e-01
3.000000000000000000e+00,1.000000000000000056e-01,-8.540060863457589191e-01,-9.517756975018294430e-01,-7.422368986165361893e-01
3.000000000000000000e+00,2.500000000000000000e-01,5.021217937438181289e-02,-8.006727422561651930e-02,1.706152759105264705e-01
3.000000000000000000e+00,4.000000000000000222e-01,5.217378316228599155e-01,4.098425564336575233e-01,6.278679104274896838e-01
3.000000000000000000e+00,5.499999999999999334e-01,8.413702646566703081e-01,7.252472303838325418e-01,9.703994165721367970e-01
3.000000000000000000e+00,6.999999999999999556e-01,1.085244310751019237e+00,9.624599389745112088e-01,1.217290876150783241e+00
4.000000000000000000e+00,1.000000000000000056e-01,-5.727048307265295568e-01,-6.793757775358749695e-01,-4.688552806675451157e-01
4.000000000000000000e+00,2.500000000000000000e-01,3.359834694792639964e-01,2.327976277645033565e-01,4.572414262424772669e-01
4.000000000000000000e+00,4.000000000000000222e-01,8.094803942723399759e-01,6.926767255874567430e-01,9.231741959756931681e-01
4.000000000000000000e+00,5.499999999999999334e-01,1.118133740600383286e+00,9.748750348127966925e-01,1.231133294573227621e+00
4.000000000000000000e+00,6.999999999999999556e-01,1.367144259072970325e+00,1.256240585070514504e+00,1.485260083921581709e+00
5.000000000000000000e+00,1.000000000000000056e-01,-3.527585044593729569e-01,-4.784885365100871590e-01,-2.086290367832617787e-01
5.000000000000000000e+00,2.500000000000000000e-01,5.612315816177555483e-01,4.406041739601681551e-01,6.814626613326608684e-01
5.000000000000000000e+00,4.000000000000000222e-01,1.033628825154000674e+00,9.115153499875544574e-01,1.155484988621385378e+00
5.000000000000000000e+00,5.499999999999999334e-01,1.349734401575428899e+00,1.245749314272537989e+00,1.468371648296923127e+00
5.000000000000000000e+00,6.999999999999999556e-01,1.599091006366637036e+00,1.474157838796165132e+00,1.738072141175091456e+00
