1.000000000000000000e+00,1.000000000000000000e+00,-2.136197484528563895e-02,-1.477602467539804454e-01,1.134704633539814489e-01
1.000000000000000000e+00,1.375000000000000000e+00,-3.287126902997218325e-01,-5.158082940067343358e-01,-1.643675111140821821e-01
1.000000000000000000e+00,1.750000000000000000e+00,-6.279082824991462086e-01,-8.635286944563144163e-01,-4.171028187537441645e-01
1.000000000000000000e+00,2.125000000000000000e+00,-9.743958749830414767e-01,-1.393068130623678957e+00,-6.895961381948589874e-01
1.000000000000000000e+00,2.500000000000000000e+00,-1.503113307512513819e+00,-2.550370362523750600e+00,-9.925821520588530289e-01
2.000000000000000000e+00,1.000000000000000000e+00,6.830769826116671606e-01,5.166488200963701427e-01,8.110181214102472058e-01
2.000000000000000000e+00,1.375000000000000000e+00,3.546023696079594334e-01,1.896204725928752888e-01,5.140746880265769647e-01
2.000000000000000000e+00,1.750000000000000000e+00,6.346955452336480730e-02,-1.990314058272824038e-01,2.737552781561387594e-01
2.000000000000000000e+00,2.125000000000000000e+00,-2.831364961932444912e-01,-6.525964256453122836e-01,6.505322478138815881e-03
2.000000000000000000e+00,2.500000000000000000e+00,-7.783350463358839066e-01,-1.614081589522583515e+00,-3.321800421694048322e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.085927440364487850e+00,9.522275160131481453e-01,1.214526868342041821e+00
3.000000000000000000e+00,1.375000000000000000e+00,7.757326479872059810e-01,6.224271003425377868e-01,9.595485921421115227e-01
3.000000000000000000e+00,1.750000000000000000e+00,4.753582130731748845e-01,2.650922182559955487e-01,6.609086809741039348e-01
3.000000000000000000e+00,2.125000000000000000e+00,1.250427641885984431e-01,-2.604832138122283314e-01,4.115256534859024207e-01
3.000000000000000000e+00,2.500000000000000000e+00,-3.730243677838417926e-01,-1.107323118938575490e+00,1.221853872723847045e-01
4.000000000000000000e+00,1.000000000000000000e+00,1.374890516607394586e+00,1.227422744143884303e+00,1.525451996774424890e+00
4.000000000000000000e+00,1.375000000000000000e+00,1.066037860859462727e+00,9.038663705218752398e-01,1.239085447501274917e+00
4.000000000000000000e+00,1.750000000000000000e+00,7.442480151392660837e-01,5.130334716130077188e-01,9.469991977092355739e-01
4.000000000000000000e+00,2.125000000000000000e+00,3.924352709856849253e-01,-5.890143594842574271e-02,7.040053332860402024e-01
4.000000000000000000e+00,2.500000000000000000e+00,-1.109059442082495350e-01,-7.620302456126524238e-01,3.727944802799811330e-01
5.000000000000000000e+00,1.000000000000000000e+00,1.590929227551579839e+00,1.459069705210345402e+00,1.726266491465908492e+00
5.000000000000000000e+00,1.375000000000000000e+00,1.285717216226667681e+00,1.129286215118220360e+00,1.470699919050563187e+00
5.000000000000000000e+00,1.750000000000000000e+00,9.887880014284400332e-01,7.736798674695464229e-01,1.197559057175542785e+00
5.000000000000000000e+00,2.125000000000000000e+00,6.284931737985983702e-01,2.743284243245387444e-01,9.032640649829568602e-01
5.000000000000000000e+00,2.500000000000000000e+00,1.734041180738616905e-01,-5.490452287403413401e-01,5.626248267879214726e-01
